rank,word,occurrences (ppm),lemma forms
9041,mudamos,5,mudar
9042,manejas,5,manejar
9043,maligno,5,maligno
9044,lodo,5,lodo
9045,limonada,5,limonada
9046,lazos,5,lazo
9047,investiga,5,investigar
9048,inventando,5,inventar
9049,intervención,5,intervención
9050,informacion,5,información
9051,inclusive,5,inclusive
9052,funcionamiento,5,funcionamiento
9053,fugitivos,5,fugitivo
9054,esten,5,estar
9055,entendía,5,entender
9056,embarazoso,5,embarazoso
9057,electrónica,5,electrónico
9058,échate,5,echar
9059,drogada,5,drogado
9060,distinguir,5,distinguir
9061,difunto,5,difunto
9062,destruidos,5,destruido
9063,declara,5,declarar
9064,cumpla,5,cumplir
9065,contraté,5,contratar
9066,cobro,5,cobrar
9067,circuitos,5,circuito
9068,capas,5,capa
9069,aspirina,5,aspirina
9070,amenazado,5,amenazado amenazar
9071,alcaide,5,alcaide
9072,alaska,5,Alaska
9073,acta,5,acta
9074,ace,5,ace
9075,accidentalmente,5,accidentalmente
9076,unió,5,unir
9077,tuberías,5,tubería
9078,testículos,5,testículo
9079,tenerlos,5,tener
9080,supervisión,5,supervisión
9081,rompieron,5,romper
9082,robada,5,robado
9083,rastreador,5,rastreador
9084,ramos,5,ramo
9085,quemada,5,quemado
9086,queens,5,queens
9087,púrpura,5,púrpura
9088,pascua,5,pascua
9089,pasarás,5,pasar
9090,pabellón,5,pabellón
9091,movemos,5,mover
9092,mantenernos,5,mantener
9093,magnifico,5,magnífico
9094,llevemos,5,llevar
9095,limosina,5,limosina
9096,libremente,5,libremente
9097,lgual,5,igual
9098,frías,5,frío
9099,filmando,5,filmar
9100,estomago,5,estómago
9101,esqueleto,5,esqueleto
9102,dele,5,dar
9103,cuidará,5,cuidar
9104,consiste,5,consistir
9105,complicaciones,5,complicación
9106,camello,5,camello
9107,caligrafía,5,caligrafía
9108,avaricia,5,avaricia
9109,arzobispo,5,arzobispo
9110,antibióticos,5,antibiótico
9111,amaré,5,amar
9112,templarios,5,templario
9113,superarlo,5,superar
9114,sonando,5,sonar
9115,sesenta,5,sesenta
9116,sanguínea,5,sanguíneo
9117,salas,5,sala
9118,reparto,5,reparto repartir
9119,relato,5,relato relatar
9120,regresaron,5,regresar
9121,recibirás,5,recibir
9122,prefieren,5,preferir
9123,podrido,5,podrido
9124,pieles,5,piel
9125,perdonará,5,perdonar
9126,peleaste,5,pelear
9127,partimos,5,partir
9128,mozo,5,mozo
9129,manga,5,manga
9130,llantas,5,llanta
9131,jala,5,jalar
9132,internacionales,5,internacional
9133,ganarse,5,ganar
9134,encerrada,5,encerrado encerrar
9135,drogadicto,5,drogadicto
9136,dorada,5,dorado
9137,disponibles,5,disponible
9138,devuelves,5,devolver
9139,desees,5,desear
9140,cruzada,5,cruzada cruzado cruzar
9141,corras,5,correr
9142,compran,5,comprar
9143,cogiendo,5,coger
9144,cancion,5,canción
9145,cancelado,5,cancelado
9146,baratos,5,barato
9147,aula,5,aula
9148,argumento,5,argumento
9149,apurado,5,apurado
9150,variar,5,variar
9151,vals,5,vals
9152,tomarás,5,tomar
9153,tinieblas,5,tinieblas
9154,sexualmente,5,sexualmente
9155,sere,5,ser
9156,sacará,5,sacar
9157,robótica,5,robótica
9158,revelado,5,revelado revelar
9159,proponer,5,proponer
9160,prevenir,5,prevenir
9161,pleno,5,pleno
9162,pellejo,5,pellejo
9163,pégame,5,pegar
9164,pecadores,5,pecador
9165,paradero,5,paradero
9166,odiar,5,odiar
9167,noventa,5,noventa
9168,noroeste,5,noroeste
9169,necesitemos,5,necesitar
9170,monjas,5,monja
9171,mexicana,5,mexicano
9172,masajes,5,masaje
9173,manteniendo,5,mantener
9174,limusina,5,limusina
9175,lema,5,lema
9176,huelen,5,oler
9177,gen,5,gen
9178,gabinete,5,gabinete
9179,furgoneta,5,furgoneta
9180,faraón,5,faraón
9181,facturas,5,factura facturar
9182,estudia,5,estudiar
9183,entendería,5,entender
9184,engañaste,5,engañar
9185,empujar,5,empujar
9186,emocionada,5,emocionado
9187,eminencia,5,eminencia
9188,ejecutado,5,ejecutar
9189,creyeron,5,creer
9190,corrupto,5,corrupto
9191,convierten,5,convertir
9192,columbia,5,Columbia
9193,católico,5,católico
9194,basa,5,basar
9195,alá,5,alá
9196,acuario,5,acuario
9197,acabarás,5,acabar
9198,vara,5,vara
9199,traido,5,traer
9200,sudando,5,sudar
9201,sobrevivirá,5,sobrevivir
9202,rompimos,5,romper
9203,practica,5,practicar práctica
9204,perderme,5,perder
9205,partió,5,partir
9206,partículas,5,partícula
9207,occidente,5,occidente
9208,nevera,5,nevera
9209,negado,5,negado negar
9210,molestarla,5,molestar
9211,masculino,5,masculino
9212,marcharte,5,marchar
9213,lloro,5,llorar
9214,librería,5,librería
9215,intacta,5,intacto
9216,impulsos,5,impulso
9217,hormigas,5,hormiga
9218,guerrera,5,guerrera guerrero
9219,golpee,5,golpear
9220,fresas,5,fresa
9221,facilidad,5,facilidad
9222,extranjera,5,extranjero
9223,entregaré,5,entregar
9224,encerrar,5,encerrar
9225,dígaselo,5,decir
9226,devuelto,5,devuelto devolver
9227,devoción,5,devoción
9228,descubra,5,descubrir
9229,desaparezca,5,desaparecer
9230,denegado,5,denegado
9231,cumpliendo,5,cumplir
9232,corredores,5,corredor
9233,constitución,5,constitución
9234,conserje,5,conserje
9235,comienzas,5,comenzar
9236,cereal,5,cereal
9237,apoya,5,apoyar
9238,aparecieron,5,aparecer
9239,abordo,5,abordo
9240,zurdo,5,zurdo
9241,vendiste,5,vender
9242,turcos,5,turco
9243,turbulencia,5,turbulencia
9244,tragar,5,tragar
9245,tráela,5,traer
9246,típica,5,típico
9247,rostros,5,rostro
9248,recogió,5,recoger
9249,presiones,5,presión
9250,preparativos,5,preparativo
9251,póquer,5,póquer
9252,perdi,5,perder
9253,pediría,5,pedir
9254,organismo,5,organismo
9255,oportuno,5,oportuno
9256,norteamérica,5,Norteamérica
9257,necesitado,5,necesitado necesitar
9258,morder,5,morder
9259,mienten,5,mentar
9260,mariquita,5,mariquita
9261,luchó,5,luchar
9262,logrará,5,lograr
9263,lamentable,5,lamentable
9264,jet,5,jet
9265,invitaste,5,invitar
9266,inversores,5,inversor
9267,infiel,5,infiel
9268,habian,5,haber
9269,funcionara,5,funcionar
9270,frijoles,5,frijol
9271,formal,5,formal
9272,fenómenos,5,fenómeno
9273,expreso,5,expresar
9274,escondió,5,esconder
9275,empujen,5,empujar
9276,discutiremos,5,discutir
9277,diplomático,5,diplomático
9278,desprecio,5,desprecio
9279,deshacerte,5,deshacer
9280,deriva,5,deriva
9281,cuéntale,5,contar
9282,contamos,5,contar
9283,conocerme,5,conocer
9284,coges,5,coger
9285,civilizado,5,civilizado
9286,buscó,5,buscar
9287,besarte,5,besar
9288,asustarme,5,asustar
9289,arrodíllate,5,arrodillar
9290,arriesgarnos,5,arriesgar
9291,arrecife,5,arrecife
9292,agradan,5,agradar
9293,acuéstate,5,acostar
9294,acostar,5,acostar
9295,acompañar,5,acompañar
9296,yegua,5,yegua
9297,turista,5,turista
9298,transilvania,5,Transilvania
9299,taquicardia,5,taquicardia
9300,suegra,5,suegra
9301,sucediera,5,suceder
9302,sensual,5,sensual
9303,recomendación,5,recomendación
9304,recogiendo,5,recoger
9305,quisieron,5,querer
9306,quemen,5,quemar
9307,pescador,5,pescador
9308,oxford,5,oxford
9309,monton,5,montón
9310,menta,5,menta
9311,juró,5,jurar
9312,jodete,5,joder
9313,ganaba,5,ganar
9314,formidable,5,formidable
9315,equivocó,5,equivocar
9316,directiva,5,directiva
9317,despedirte,5,despedir
9318,debéis,5,deber
9319,cruces,5,cruce cruz cruzar
9320,creativo,5,creativo
9321,contener,5,contener
9322,comprueba,5,comprobar comprueba
9323,compórtate,5,comportar
9324,chantaje,5,chantaje
9325,bromear,5,bromear
9326,bici,5,bici
9327,bajamos,5,bajar
9328,ayudantes,5,ayudante
9329,apártese,5,apartar
9330,alejada,5,alejado alejar
9331,aceptamos,5,aceptar
9332,acabaría,5,acabar
9333,volverías,5,volver
9334,víspera,5,víspera
9335,usará,5,usar
9336,terapeuta,5,terapeuta
9337,subiré,5,subir
9338,soborno,5,soborno
9339,sesiones,5,sesión
9340,rutas,5,ruta
9341,resultar,5,resultar
9342,recordando,5,recordar
9343,quisieran,5,querer
9344,puestas,5,puesto poner
9345,pregunten,5,preguntar
9346,pidan,5,pedir
9347,payasos,5,payaso
9348,ordené,5,ordenar
9349,opino,5,opinar
9350,oiste,5,oír
9351,nalgas,5,nalga
9352,mision,5,misión
9353,medallón,5,medallón
9354,luzco,5,lucir
9355,lasaña,5,lasaña
9356,kilómetro,5,kilómetro
9357,índice,5,índice
9358,incluir,5,incluir
9359,improbable,5,improbable
9360,guiar,5,guiar
9361,garage,5,garage
9362,fogata,5,fogata
9363,flan,5,flan
9364,espiando,5,espiar
9365,detonador,5,detonador
9366,deportivo,5,deportivo
9367,cuéntanos,5,contar
9368,creímos,5,creer
9369,concentrado,5,concentrado
9370,ciegas,5,ciego
9371,catéter,5,catéter
9372,campeon,5,campeón
9373,borrado,5,borrado
9374,bajan,5,bajar
9375,bailes,5,baile
9376,arriesgando,5,arriesgar
9377,apoyado,5,apoyado apoyar
9378,androide,5,androide
9379,agrado,5,agrado
9380,vómito,5,vómito
9381,violeta,5,violeta
9382,troyanos,5,troyano
9383,traerle,5,traer
9384,taberna,5,taberna
9385,sujetos,5,sujeto
9386,subí,5,subir
9387,suben,5,subir
9388,solteros,5,soltero
9389,sólido,5,sólido
9390,secuestrada,5,secuestrado
9391,respondes,5,responder
9392,refugiados,5,refugiado refugiar
9393,recompensas,5,recompensa
9394,propósitos,5,propósito
9395,presionar,5,presionar
9396,poemas,5,poema
9397,pesados,5,pesado
9398,pegarme,5,pegar
9399,nochebuena,5,Nochebuena
9400,mudarme,5,mudar
9401,montado,5,montado montar
9402,meteorito,5,meteorito
9403,masas,5,masa
9404,jabalí,5,jabalí
9405,invitarme,5,invitar
9406,intensidad,5,intensidad
9407,impresionó,5,impresionar
9408,imagine,5,imaginar
9409,húmedo,5,húmedo
9410,humedad,5,humedad
9411,frontal,5,frontal
9412,fieles,5,fiel
9413,fé,5,fé
9414,específicamente,5,específicamente
9415,enterar,5,enterar
9416,encerrados,5,encerrado encerrar
9417,determinación,5,determinación
9418,deciden,5,decidir
9419,culpas,5,culpa
9420,creamos,5,crear
9421,conferencias,5,conferencia
9422,buscaste,5,buscar
9423,burdel,5,burdel
9424,bistec,5,bistec
9425,arroja,5,arrojar
9426,árabes,5,árabe
9427,añadir,5,añadir
9428,agradables,5,agradable
9429,aficionados,5,aficionado
9430,soltó,5,soltar
9431,saltando,5,saltar
9432,sábados,5,sábado
9433,respetado,5,respetado respetar
9434,racional,5,racional
9435,pruébalo,5,probar
9436,proteja,5,proteger
9437,preocuparnos,5,preocupar
9438,ponerlos,5,poner
9439,mírenlo,5,mirar
9440,mencionaste,5,mencionar
9441,medir,5,medir
9442,lléveme,5,llevar
9443,irresponsable,5,irresponsable
9444,inmunidad,5,inmunidad
9445,honra,5,honra honrar
9446,hablarlo,5,hablar
9447,gusten,5,gustar
9448,finge,5,fingir
9449,escombros,5,escombro
9450,egipcios,5,egipcio
9451,dragones,5,dragón
9452,diciéndome,5,decir
9453,diariamente,5,diariamente
9454,detuvieron,5,detener
9455,cuestiones,5,cuestión
9456,crezca,5,crecer
9457,chester,5,chéster
9458,carruaje,5,carruaje
9459,características,5,característico
9460,bragas,5,braga
9461,bailo,5,bailar
9462,avisaré,5,avisar
9463,arrepentirás,5,arrepentir
9464,álamo,5,álamo
9465,afectar,5,afectar
9466,adopción,5,adopción
9467,visitante,5,visitante
9468,trayectoria,5,trayectoria
9469,tenerme,5,tener
9470,sujétense,5,sujetar
9471,submarinos,5,submarino
9472,señuelo,5,señuelo
9473,sentamos,5,sentar
9474,satisfacer,5,satisfacer
9475,roble,5,roble
9476,revancha,5,revancha
9477,recogeré,5,recoger
9478,probaré,5,probar
9479,prepararse,5,preparar
9480,pagarlo,5,pagar
9481,opio,5,opio
9482,ocultos,5,oculto
9483,negociando,5,negociar
9484,lote,5,lote
9485,jugué,5,jugar
9486,inauguración,5,inauguración
9487,hale,5,halar
9488,formularios,5,formulario
9489,fina,5,fino
9490,extrañamos,5,extrañar
9491,escritores,5,escritor
9492,discursos,5,discurso
9493,dato,5,dato
9494,controlada,5,controlado
9495,consideras,5,considerar
9496,aventón,5,aventón
9497,arregle,5,arreglar
9498,alejarse,5,alejar
9499,agujas,5,aguja
9500,acosté,5,acostar
9501,taxis,5,taxi
9502,sumo,5,sumar
9503,sentó,5,sentar
9504,satisfecha,5,satisfecho
9505,satanás,5,satanás
9506,retardado,5,retardado
9507,relajarme,5,relajar
9508,recordará,5,recordar
9509,rapidez,5,rapidez
9510,psiquiatría,5,psiquiatría
9511,proposición,5,proposición
9512,preciosos,5,precioso
9513,poste,5,poste
9514,portátil,5,portátil
9515,pensarás,5,pensar
9516,opera,5,operar
9517,necesarias,5,necesario
9518,maravillosas,5,maravilloso
9519,lastimen,5,lastimar
9520,islandia,5,Islandia
9521,implantes,5,implante implantar
9522,huido,5,huido
9523,homosexuales,5,homosexual
9524,heroe,5,héroe
9525,generosidad,5,generosidad
9526,faltó,5,faltar
9527,explicado,5,explicado
9528,experimentado,5,experimentado experimentar
9529,estrecho,5,estrecho
9530,enviaremos,5,enviar
9531,envenenado,5,envenenado
9532,entendieron,5,entender
9533,discípulos,5,discípulo
9534,díganle,5,decir
9535,detectar,5,detectar
9536,desnudas,5,desnudo
9537,comprarte,5,comprar
9538,cancela,5,cancelar
9539,callada,5,callado
9540,besó,5,besar
9541,ayúdanos,5,ayudar
9542,auxiliar,5,auxiliar
9543,automática,5,automático
9544,aspectos,5,aspecto
9545,ancho,5,ancho
9546,amazonas,5,amazona
9547,agárrense,5,agarrar
9548,afectó,5,afectar
9549,acusar,5,acusar
9550,acompañante,5,acompañante
9551,aborto,5,aborto
9552,yoyo,5,yoyo
9553,volé,5,volar
9554,vistas,5,vista visto ver
9555,vigilado,5,vigilado
9556,trabajadora,5,trabajadora
9557,sutil,5,sutil
9558,sustituto,5,sustituto
9559,sugiriendo,5,sugerir
9560,sombreros,5,sombrero
9561,solicita,5,solicitar
9562,simpática,5,simpático
9563,riquezas,5,riqueza
9564,ríen,5,reír
9565,rendir,5,rendir
9566,recibirán,5,recibir
9567,psicológico,5,psicológico
9568,previamente,5,previamente
9569,prestar,5,prestar
9570,podrida,5,podrido
9571,peleó,5,pelear
9572,pegaste,5,pegar
9573,pedirles,5,pedir
9574,orquesta,5,orquesta
9575,orientación,5,orientación
9576,ocupará,5,ocupar
9577,octavo,5,octavo
9578,obligaciones,5,obligación
9579,niñito,5,niñito niño
9580,natal,5,natal
9581,mostrarme,5,mostrar
9582,llámala,5,llamar
9583,lastimando,5,lastimar
9584,jerusalén,5,Jerusalén
9585,intentándolo,5,intentar
9586,hurra,5,hurra
9587,golpearon,5,golpear
9588,fallas,5,falla
9589,faché,5,fachar
9590,establecido,5,establecido establecer
9591,esperó,5,esperar
9592,entenderías,5,entender
9593,ensayos,5,ensayo
9594,dure,5,durar
9595,dejadme,5,dejar
9596,cucaracha,5,cucaracha
9597,cortés,5,cortés
9598,cora,5,cora Cora
9599,convicto,5,convicto
9600,coincide,5,coincidir
9601,cirujanos,5,cirujano
9602,circulación,5,circulación
9603,cifra,5,cifra
9604,cartero,5,cartero
9605,carpintero,5,carpintero
9606,camarones,5,camarón
9607,besando,5,besar
9608,bajé,5,bajar
9609,arrepiento,5,arrepentir
9610,apuntar,5,apuntar
9611,alejate,5,alejar
9612,voluntaria,5,voluntario
9613,visible,5,visible
9614,válvula,5,válvula
9615,útiles,5,útil
9616,union,5,unión
9617,tolerar,5,tolerar
9618,suceden,5,suceder
9619,soporta,5,soportar
9620,seguiste,5,seguir
9621,rompo,5,romper
9622,robarme,5,robar
9623,respondan,5,responder
9624,prioridades,5,prioridad
9625,predecir,5,predecir
9626,posicion,5,posición
9627,pesos,5,peso
9628,pesas,5,pesa
9629,perdición,5,perdición
9630,pedía,5,pedir
9631,pararlo,5,parar
9632,pantalón,5,pantalón
9633,padrastro,5,padrastro
9634,obstante,5,obstante
9635,milicia,5,milicia
9636,lograrás,5,lograr
9637,jura,5,jurar
9638,ingenieros,5,ingeniero
9639,fíjense,5,fijar
9640,favela,5,favela
9641,exteriores,5,exterior
9642,extensión,5,extensión
9643,excursión,5,excursión
9644,editorial,5,editorial
9645,diecisiete,5,diecisiete
9646,dadas,5,dado dar
9647,cumplida,5,cumplido
9648,cónsul,5,cónsul
9649,construyeron,5,construir
9650,coñac,5,coñac
9651,chocó,5,chocar
9652,cantina,5,cantina
9653,burlando,5,burlar
9654,banana,5,banana
9655,balsa,5,balsa
9656,ayudarán,5,ayudar
9657,avise,5,avisar
9658,atrape,5,atrapar
9659,apúrese,5,apurar
9660,anota,5,anotar
9661,amuleto,5,amuleto
9662,alabado,5,alabado alabar
9663,vivirán,5,vivir
9664,vieran,5,ver
9665,trabajaban,5,trabajar
9666,tomarle,5,tomar
9667,terminarlo,5,terminar
9668,suministro,5,suministro suministrar
9669,rompa,5,romper
9670,rodeada,5,rodear
9671,robarle,5,robar
9672,quitan,5,quitar
9673,pego,5,pegar
9674,ofendas,5,ofenda ofender
9675,matarían,5,matar
9676,mares,5,mar
9677,maquinaria,5,maquinaria
9678,manguera,5,manguera
9679,lloras,5,llorar
9680,limitado,5,limitado
9681,liderazgo,5,liderazgo
9682,khan,5,khan
9683,implante,5,implante
9684,iluminación,5,iluminación
9685,grite,5,gritar
9686,fantastico,5,fantástico
9687,fanáticos,5,fanático
9688,explícame,5,explicar
9689,enviarán,5,enviar
9690,encienda,5,encender
9691,dirigida,5,dirigido dirigir
9692,dejad,5,dejar
9693,crueles,5,cruel
9694,crucial,5,crucial
9695,congelada,5,congelado
9696,cercanos,5,cercano
9697,casillero,5,casillero
9698,cascos,5,casco cascar
9699,averiguaré,5,averiguar
9700,apuntes,5,apunte
9701,aceptaría,5,aceptar
9702,aceptará,5,aceptar
9703,victorias,5,victoria
9704,trompeta,5,trompeta
9705,tocarte,5,tocar
9706,terminaría,5,terminar
9707,tensa,5,tenso
9708,tendra,5,tener
9709,sushi,5,sushi
9710,sangriento,5,sangriento
9711,revisaré,5,revisar
9712,retirarme,5,retirar
9713,retaguardia,5,retaguardia
9714,regaló,5,regalar
9715,recordado,5,recordado
9716,reaccionar,5,reaccionar
9717,pulgadas,5,pulgada
9718,puja,5,pujar
9719,posada,5,posada posado posar
9720,píldora,5,píldora
9721,permítanme,5,permitir
9722,patrullas,5,patrulla
9723,novelas,5,novela
9724,mu,5,mu
9725,monumento,5,monumento
9726,mataremos,5,matar
9727,lucen,5,lucir
9728,justificar,5,justificar
9729,insensible,5,insensible
9730,inmigración,5,inmigración
9731,iniciativa,5,iniciativa
9732,importas,5,importar
9733,gustes,5,gustar
9734,gaseosa,5,gaseosa
9735,forastero,5,forastero
9736,éxtasis,5,éxtasis
9737,echaste,5,echar
9738,duela,5,doler
9739,dividido,5,dividido
9740,dígamelo,5,decir
9741,conocían,5,conocer
9742,confiamos,5,confiar
9743,cantidades,5,cantidad
9744,cajero,5,cajero
9745,buque,5,buque
9746,brindar,5,brindar
9747,ayuntamiento,5,ayuntamiento
9748,avisarle,5,avisar
9749,atacaremos,5,atacar
9750,arrestados,5,arrestado
9751,apareces,5,aparecer
9752,anular,5,anular
9753,analítica,5,analítica analítico
9754,ajustar,5,ajustar
9755,volved,5,volver
9756,violín,5,violín
9757,veteranos,5,veterano
9758,tirano,5,tirano
9759,sueltos,5,suelto
9760,sonrían,5,sonreír
9761,seríamos,5,ser
9762,resaca,5,resaca
9763,recordarte,5,recordar
9764,protegerlo,5,proteger
9765,procura,5,procurar
9766,pregúntele,5,preguntar
9767,pídele,5,pedir
9768,olvídenlo,5,olvidar
9769,movía,5,mover
9770,merced,5,merced
9771,matarle,5,matar
9772,maniobras,5,maniobra maniobrar
9773,luca,5,luca
9774,juvenil,5,juvenil
9775,íntimos,5,íntimo
9776,interpretación,5,interpretación
9777,ingles,5,ingle
9778,importó,5,importar
9779,hirió,5,herir
9780,ganadora,5,ganador
9781,físicos,5,físico
9782,escalar,5,escalar
9783,empleada,5,empleada empleado emplear
9784,echan,5,echar
9785,donación,5,donación
9786,desgraciada,5,desgraciado
9787,crueldad,5,crueldad
9788,creencia,5,creencia
9789,contarles,5,contar
9790,conforme,5,conforme conformar
9791,confiaba,5,confiar
9792,conectar,5,conectar
9793,cálido,5,cálido
9794,atraparemos,5,atrapar
9795,asuste,5,asustar
9796,arrojó,5,arrojar
9797,aroma,5,aroma
9798,antorcha,5,antorcha
9799,ametralladora,5,ametralladora
9800,alecto,5,Alecto
9801,acudir,5,acudir
9802,volcán,5,volcán
9803,venderlo,5,vender
9804,valium,5,valium
9805,tráiganlo,5,traer
9806,tia,5,tía
9807,terminas,5,terminar
9808,tac,5,tac
9809,suciedad,5,suciedad
9810,sáquenme,5,sacar
9811,reparaciones,5,reparación
9812,reduce,5,reducir
9813,pulgas,5,pulga
9814,provincia,5,provincia
9815,pretendía,5,pretender
9816,portado,5,portado portar
9817,planeó,5,planear
9818,pimienta,5,pimienta
9819,pelearon,5,pelear
9820,ocupe,5,ocupar
9821,marchando,5,marchar
9822,involucrados,5,involucrado
9823,íntimo,5,íntimo
9824,imperdonable,5,imperdonable
9825,hongos,5,hongo
9826,harina,5,harina
9827,fragmentos,5,fragmento
9828,farsante,5,farsante
9829,exploradores,5,explorador
9830,estirar,5,estirar
9831,espuma,5,espuma
9832,espiritu,5,espíritu
9833,espectro,5,espectro
9834,envidio,5,envidiar
9835,enloqueció,5,enloquecer
9836,échale,5,echar
9837,diseñó,5,diseñar
9838,dáselo,5,dar
9839,crías,5,cría
9840,conducía,5,conducir
9841,comprobado,5,comprobado
9842,colombia,5,Colombia
9843,cóctel,5,cóctel
9844,cobre,5,cobre
9845,casero,5,casero
9846,apágala,5,apagar
9847,agarrado,5,agarrado
9848,adoraba,5,adorar
9849,voten,5,votar
9850,viajan,5,viajar
9851,tóxico,5,tóxico
9852,terminando,5,terminar
9853,suburbios,5,suburbio
9854,sede,5,sede
9855,retrete,5,retrete
9856,reinos,5,reino
9857,recuperarlo,5,recuperar
9858,prender,5,prender
9859,pijama,5,pijama
9860,permitiría,5,permitir
9861,milenio,5,milenio
9862,metemos,5,meter
9863,mesías,5,mesías
9864,mediante,5,mediante
9865,manager,5,manager
9866,lanzas,5,lanza lanzar
9867,juré,5,jurar
9868,iras,5,ira ir
9869,intentos,5,intento intentar
9870,insistes,5,insistir
9871,impresionada,5,impresionado
9872,gorro,5,gorro
9873,gemela,5,gemela
9874,fritos,5,frito
9875,firmo,5,firmar
9876,excavación,5,excavación
9877,diplomática,5,diplomática diplomático
9878,despidió,5,despedir
9879,dese,5,dar
9880,decirse,5,decir
9881,cuiden,5,cuidar
9882,corporal,5,corporal
9883,controlan,5,controlar
9884,colesterol,5,colesterol
9885,codigo,5,código
9886,cierres,5,cierre cerrar
9887,chocolates,5,chocolate
9888,castro,5,castrar
9889,carreta,5,carreta
9890,calefacción,5,calefacción
9891,caderas,5,cadera
9892,brisa,5,brisa
9893,brecha,5,brecha
9894,bocadillo,5,bocadillo
9895,azafata,5,azafata
9896,armadas,5,armada
9897,amorcito,5,amorcito amor
9898,acabaremos,5,acabar
9899,volador,5,volador
9900,verifica,5,verificar
9901,usaría,5,usar
9902,transmitir,5,transmitir
9903,torno,5,torno tornar
9904,tocarlo,5,tocar
9905,seguidas,5,seguido
9906,sádico,5,sádico
9907,rompen,5,romper
9908,robados,5,robado
9909,reunirse,5,reunir
9910,representar,5,representar
9911,recibieron,5,recibir
9912,prototipo,5,prototipo
9913,perdonado,5,perdonado
9914,necesitara,5,necesitar
9915,nacen,5,nacer
9916,morí,5,morir
9917,mc,5,mc
9918,mayordomo,5,mayordomo
9919,mátenlos,5,matar
9920,mason,5,mason
9921,lider,5,líder
9922,libreta,5,libreta
9923,jaque,5,jaque
9924,insultar,5,insultar
9925,industrial,5,industrial
9926,incompetente,5,incompetente
9927,impecable,5,impecable
9928,guay,5,guay
9929,gritaba,5,gritar
9930,fuertemente,5,fuertemente
9931,extracción,5,extracción
9932,excita,5,excitar
9933,etcétera,5,etcétera
9934,española,5,español
9935,equivocadas,5,equivocado
9936,enviada,5,enviado enviar
9937,duérmete,5,dormir
9938,disfrutado,5,disfrutado disfrutar
9939,diputado,5,diputado
9940,diarrea,5,diarrea
9941,déjela,5,dejar
9942,convertiré,5,convertir
9943,conmoción,5,conmoción
9944,comieron,5,comer
9945,cómete,5,comer
9946,claves,5,clave
9947,cebolla,5,cebolla
9948,carreteras,5,carretera
9949,capitana,5,capitana
9950,camisetas,5,camiseta
9951,bajes,5,bajar
9952,ayúdenos,5,ayudar
9953,arruine,5,arruinar
9954,arriesgarme,5,arriesgar
9955,aprobar,5,aprobar
9956,aparición,5,aparición
9957,amistoso,5,amistoso
9958,alguién,5,alguien
9959,aéreas,5,aéreo
9960,abandone,5,abandonar
9961,vena,5,vena
9962,valió,5,valer
9963,únete,5,unir
9964,tratara,5,tratar
9965,transplante,5,transplante transplantar
9966,tailandia,5,Tailandia
9967,supongamos,5,suponer
9968,sucesos,5,suceso
9969,suaves,5,suave
9970,soñaba,5,soñar
9971,sillón,5,sillón
9972,sacarnos,5,sacar
9973,romperé,5,romper
9974,rindas,5,rendir
9975,rejas,5,reja
9976,receptor,5,receptor
9977,procedan,5,proceder
9978,pop,5,pop
9979,pasarte,5,pasar
9980,olvidarte,5,olvidar
9981,olla,5,olla
9982,obstrucción,5,obstrucción
9983,nudo,5,nudo
9984,menciona,5,mencionar
9985,mejilla,5,mejilla
9986,júpiter,5,júpiter Júpiter
9987,herramienta,5,herramienta
9988,gordito,5,gordito
9989,fluido,5,fluido fluir
9990,finanzas,5,finanza
9991,explicaría,5,explicar
9992,expectativas,5,expectativa
9993,estatuas,5,estatua
9994,estafa,5,estafa
9995,escrituras,5,escritura
9996,enoja,5,enojar
9997,empujó,5,empujar
9998,dilema,5,dilema
9999,desconectado,5,desconectado
10000,deprimida,5,deprimido
